Chain,Link,Via,Datetime,Summary,Full Content,Rating,summary-processed,full_content-processed,full_content-sentiment,full_content-keywords,district
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-estella-place,Android,2020-12-09 20:59:00,Phúc Long Coffee & Tea - Estella Place,"Hẹn bạn họp nhóm ở đây, chi nhánh nằm ngay tầng trệt của estella luôn, 1 mặt hướng ra mặt đường lớn luôn, không gian cũng tương đối, ko nhỏ, ko lớn, ko gian mở, mà xui ngay hôm đi thì có đại gia đình ngồi mất 3 bàn luôn nên team m bị thiếu chỗ hix, phải lách vô dãy ghế bàn cao hướng ra đường rồi đi gom ghế lại làm bàn thì mới ngồi nói chuyện thoải mái được. Đến trước sau chứ ko cùng lúc nên ai đến thì order riêng các món như sữa chua đác cam, trà lài đác thơm, trà olong dâu, trà đác thơm, 1 ly smoothie gì đó, trà sữa phúc long, bánh nữa, có chương trình khuyến mãi nên được tặng chai trà luôn. Chất lượng đồ uống thì dĩ nhiên là ngon òi, trà lài đác thơm của m ok nè, đác nhiều, ko bở, trà lài thơm, bánh thì m ăn ké hơi khô 1 chút. Nhân viên cũng làm món khá nhanh dù quán hơi bị đông",8.4,phúc long coffee tea estella place,hẹn bạn họp nhóm ở đây chi nhánh nằm ngay tầng trệt của estella luôn 1 mặt hướng ra mặt đường lớn luôn không gian cũng tương đối ko nhỏ ko lớn ko gian mở mà xui ngay hôm đi thì có đại gia đình ngồi mất 3 bàn luôn nên team m bị thiếu chỗ hix phải lách vô dãy ghế bàn cao hướng ra đường rồi đi gom ghế lại làm bàn thì mới ngồi nói chuyện thoải mái được. đến trước sau chứ ko cùng lúc nên ai đến thì order riêng các món như sữa chua đác cam trà lài đác thơm trà olong dâu trà đác thơm 1 ly smoothie gì đó trà sữa phúc long bánh nữa có chương trình khuyến mãi nên được tặng chai trà luôn. chất lượng đồ uống thì dĩ nhiên là ngon òi trà lài đác thơm của m ok nè đác nhiều ko bở trà lài thơm bánh thì m ăn ké hơi khô 1 chút. nhân viên cũng làm món khá nhanh dù quán hơi bị đông,None,"[('mặt hướng', 0.02809758067488879), ('ngồi mất', 0.028991340283039947), ('cao hướng', 0.030071960474231316), ('hẹn bạn', 0.031030418939330374), ('mặt đường', 0.033102231886529)]",Tp. Thủ Đức
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-estella-place,Android,2020-09-06 14:18:00,Không rửa sạch máy xay trước khi làm đồ uống!,"Mình gọi Cà phê caramel đá xay, đặt qua app Baemin, không hề yêu cầu thêm bất cứ hạt gì nhưng nhận được một ly lẫn đầy hạt phỉ xay, chỉ có thể do làm xong ly trước không rửa kĩ máy xay mà làm luôn ly khác, đá thì còn nguyên vài cục xay không kĩ, và không hề có vị cà phê. Ly này thực sự mình không thể uống nổi!",3.0,không rửa sạch máy xay trước khi làm đồ uống,mình gọi cà phê caramel đá xay đặt qua app baemin không hề yêu cầu thêm bất cứ hạt gì nhưng nhận được một ly lẫn đầy hạt phỉ xay chỉ có thể do làm xong ly trước không rửa kĩ máy xay mà làm luôn ly khác đá thì còn nguyên vài cục xay không kĩ và không hề có vị cà phê. ly này thực sự mình không thể uống nổi,negative,"[('phê caramel', 0.019742686661390774), ('đặt qua', 0.022634810937898556), ('qua app', 0.022634810937898556), ('app baemin', 0.022634810937898556), ('yêu cầu', 0.022634810937898556)]",Tp. Thủ Đức
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-estella-place,Web,2020-08-21 10:27:00,BÁNH MÌ RẤT NGON,Mình chuyên ăn bánh mì ở đây. Bánh mì to + ngon + cho thêm sốt đi kèm nên mình ưng ơi là ưng. Ăn hoài ăn mãi không ngán.,9.2,bánh mì rất ngon,mình chuyên ăn bánh mì ở đây. bánh mì to ngon cho thêm sốt đi kèm nên mình ưng ơi là ưng. ăn hoài ăn mãi không ngán.,positive,"[('mình chuyên', 0.09587579584015239), ('đây', 0.15273209520009845), ('bánh', 0.16351040026060792), ('mình', 0.1990498568567184), ('chuyên', 0.2197636106081367)]",Tp. Thủ Đức
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-estella-place,iPhone,2020-03-02 14:44:00,"Trà xanh, trà đào","- Quán ở tầng trệt, mình ghé vào cũng đám bạn thì hết chỗ do cuối tuần đông, chịu khó ghép bàn và ghép ghế lại
- Không gian nhỏ, được cái sạch sẽ nên khá ổn
- Tụi mình kêu trà xanh và trà đào. Vị ổn, trà xanh đắng nhẹ, trà đào thì được đào miếng ăn ngon, giòn
- Nhân viên lịch sự, mình dùng mã voucher khuyến mãi nv cũng ko tỏ thái độ gì cả, đây là điểm mừng
- Uống ko hết bạn mình mang về nv cũng đổ ra ly cho, nói chung mình thấy chi nhánh này ổn",6.8,trà xanh trà đào,quán ở tầng trệt mình ghé vào cũng đám bạn thì hết chỗ do cuối tuần đông chịu khó ghép bàn và ghép ghế lại không gian nhỏ được cái sạch sẽ nên khá ổn tụi mình kêu trà xanh và trà đào. vị ổn trà xanh đắng nhẹ trà đào thì được đào miếng ăn ngon giòn nhân viên lịch sự mình dùng mã voucher khuyến mãi nv cũng ko tỏ thái độ gì cả đây là điểm mừng uống ko hết bạn mình mang về nv cũng đổ ra ly cho nói chung mình thấy chi nhánh này ổn,positive,"[('tầng trệt', 0.02504337469693745), ('cuối tuần', 0.02504337469693745), ('tuần đông', 0.02504337469693745), ('đông chịu', 0.02504337469693745), ('chịu khó', 0.02504337469693745)]",Tp. Thủ Đức
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-estella-place,Android,2020-03-02 11:45:00,Phúc Long Coffee & Tea - Estella Place,Đặt ice blend r về thấy cái này với bọc đá là hiểu r :v nhân viên làm ơn kiểm kĩ r đưa cho shipper chứ vầy bị đánh giá kém thì chịu.,3.4,phúc long coffee tea estella place,đặt ice blend r về thấy cái này với bọc đá là hiểu r v nhân viên làm ơn kiểm kĩ r đưa cho shipper chứ vầy bị đánh giá kém thì chịu.,negative,"[('đặt ice', 0.00899321792126428), ('thì chịu', 0.00899321792126428), ('ice blend', 0.013527995261974615), ('thấy cái', 0.013527995261974615), ('nhân viên', 0.013527995261974615)]",Tp. Thủ Đức
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-estella-place,iPhone,2020-02-14 17:00:00,Phúc Long Coffee & Tea - Estella Place,"Bạn nyc tuy chia tay rồi vẫn hẹn mình ra đây chúc Tết 😂. Mình uống trà sữa đào thấy vẫn ngon như hôm nào, bị cái tối về thao thức cả đêm luôn, giá cả cũng ổn nhưng đá nhiều quá, hút cái rột là hết luôn. Ah móc khoá PL nhìn cute ghê, xinh xắn nữa
Chi nhánh này rộng rãi, phục vụ nice nè.",8.0,phúc long coffee tea estella place,bạn nyc tuy chia tay rồi vẫn hẹn mình ra đây chúc tết . mình uống trà sữa đào thấy vẫn ngon như hôm nào bị cái tối về thao thức cả đêm luôn giá cả cũng ổn nhưng đá nhiều quá hút cái rột là hết luôn. ah móc khoá pl nhìn cute ghê xinh xắn nữa chi nhánh này rộng rãi phục vụ nice nè.,positive,"[('bạn nyc', 0.03557384091754365), ('chúc tết', 0.03557384091754365), ('nyc tuy', 0.05799340343891135), ('tuy chia', 0.05799340343891135), ('chia tay', 0.05799340343891135)]",Tp. Thủ Đức
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-estella-place,iPhone,2019-12-25 12:02:00,Phúc Long Coffee & Tea - Estella Place,"Hôm nay mình đặt ly trà vải size lớn bên cửa hàng, thì giao cho mình đúng là 1 ly lớn mọi thứ đều ok về vẻ ngoài NHƯNG vị không đúng, giống như quên bỏ đường hay nguyên liệu nào đó mà không thể uống được luôn. Vừa lạt , vừa chát vừa chua, quá thất vọng. Vừa đặt 1 ly mà phải đổ bỏ , không cam tâm!!",3.0,phúc long coffee tea estella place,hôm nay mình đặt ly trà vải size lớn bên cửa hàng thì giao cho mình đúng là 1 ly lớn mọi thứ đều ok về vẻ ngoài nhưng vị không đúng giống như quên bỏ đường hay nguyên liệu nào đó mà không thể uống được luôn. vừa lạt vừa chát vừa chua quá thất vọng. vừa đặt 1 ly mà phải đổ bỏ không cam tâm,negative,"[('hôm nay', 0.02702547279085561), ('trà vải', 0.037026849056562845), ('vải size', 0.037026849056562845), ('bên cửa', 0.037026849056562845), ('cửa hàng', 0.037026849056562845)]",Tp. Thủ Đức
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-estella-place,iPhone,2019-12-14 21:48:00,PHÚC LONG ESTELLA PLACE 🌱,"Quay lại sau lần đầu ghé Estella Place do có hẹn với khách hàng nên qua luôn . Vẫn trung thành với trà vải vị sen quen thuộc . Ly size L siêu to mà quá trời trái vải luôn nha . Vị thanh mà không hề chát như trà lài , nói chung dễ uống và hợp ý mình lắm . Bàn ngồi cũng vừa chứ không quá nhiều nhưng đi mình ên trước nên vẫn dễ kiếm được bàn ngồi ưng ý . Có dịp ghé Estella mình sẽ uống Phúc Long tiếp . Ở chỗ làm thì hay order Now hơn !!",8.0,phúc long estella place,quay lại sau lần đầu ghé estella place do có hẹn với khách hàng nên qua luôn . vẫn trung thành với trà vải vị sen quen thuộc . ly size l siêu to mà quá trời trái vải luôn nha . vị thanh mà không hề chát như trà lài nói chung dễ uống và hợp ý mình lắm . bàn ngồi cũng vừa chứ không quá nhiều nhưng đi mình ên trước nên vẫn dễ kiếm được bàn ngồi ưng ý . có dịp ghé estella mình sẽ uống phúc long tiếp . ở chỗ làm thì hay order now hơn,None,"[('ghé estella', 0.011206842219750658), ('bàn ngồi', 0.011206842219750658), ('quay lại', 0.013728807439000408), ('long tiếp', 0.013728807439000408), ('now hơn', 0.013728807439000408)]",Tp. Thủ Đức
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-estella-place,iPhone,2019-10-29 19:27:00,Quản lý giọng mẹ (bổ sung ảnh),Lần đầu viết feedback tại cáu anh quản lý giọng mẹ quá nên quên kèm ảnh. Mình có ghi chú cho rõ ở mỗi hình. Bạn mình mua cho mình ly trà sữa chỗ khác uống cho đỡ tức á mà mình vẫn chỉ có 1 mẹ thôi nên mình muốn ảnh thôi làm mẹ mình.,1.0,quản lý giọng mẹ bổ sung ảnh,lần đầu viết feedback tại cáu anh quản lý giọng mẹ quá nên quên kèm ảnh. mình có ghi chú cho rõ ở mỗi hình. bạn mình mua cho mình ly trà sữa chỗ khác uống cho đỡ tức á mà mình vẫn chỉ có 1 mẹ thôi nên mình muốn ảnh thôi làm mẹ mình.,None,"[('lần đầu', 0.02502684450117799), ('đầu viết', 0.03154774924317249), ('viết feedback', 0.03154774924317249), ('cáu anh', 0.03154774924317249), ('anh quản', 0.03154774924317249)]",Tp. Thủ Đức
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-estella-place,iPhone,2019-10-29 15:27:00,"Quản lý giọng mẹ, mua trà sữa mà tưởng đi xin :))","Chuyện là hôm nay mình đặt 1 ly trà sữa PL lạnh qua Goviet, thì khi giao lại nhận được 1 ly Tea Latte Cold. Mình tưởng quán giao nhầm tại vì bình thg trà sữa là milk tea, nhưng ở riêng PL thì trà sữa tea latte :)) Thế nên mình nhờ anh Goviet qua quán đổi lại món giúp mình. Sau đó anh quản lý điện cho mình hỏi có chuyện gì với giọng nhẹ nhàng thư thái, nhưng sau khi mình trình bày xong vấn đề thì ảnh nổi khùng lên chửi vô cái bản mặt mình vì tội không biết trà sữa ở PL là latte. Mình thắc mắc thế sao trên app không ghi bên cạnh là trà latte hay latte tea gì đó thì ảnh bảo cái đó là lỗi của app. Ok lỗi app thì mình bảo cửa hàng với goviet nên làm việc lại với nhau (để ghi chú rõ tên món + thêm ảnh món) chứ sao lại để khách chịu vậy, nhưng chưa kịp nói hết câu thì ảnh nổi đoá lên lần nữa và hét rằng “Sao chị ko ghi chú vào, nhân viên mới biết đường mà làm chứ? Bên em là có 4 loại trà sữa là bla bla...” Ủa má muốn uống ly trà sữa thôi mà phải đi học hỏi tìm hiểu như đi xin làm pha chế vậy á. Chắc tại ngu Tiếng Anh nữa cứ tưởng trà sữa là milk tea ai dè ở PL là tea latte :( Mình mới hỏi ảnh nếu ko biết khách muốn loại nào sao lúc đó ko nhờ anh goviet điện hỏi khách rồi mới làm, ảnh 1 lần nữa “Trà sữa PL là trà latte.” Ok đến đây mình hiểu vấn đề rồi nên mình kêu vậy thôi khỏi cần đổi nữa. Nhưng anh quản lý chưa ngoa xong, lúc sau anh gọi lại lần nữa chỉ để tiếp tục nói rằng không phải lỗi do bên ảnh. Mà ảnh nói giọng mẹ quá, mình nghe ảnh ngân nga mà tưởng cá heo hát không đó, mình mới kêu ảnh nói chuyện cho đàng hoàng, mình là khách nha không có đi xin nha. Lúc đó ảnh mới hạ giọng xuống và nói rằng do giọng ảnh lớn vậy. Ủa không anh, anh nâng giọng lên quát như tát nước vào mặt em vậy á. “Nhưng nếu chị muốn em sẽ hạ giọng theo ý chị” :) ủa má hoá ra nãy giờ con muốn má chửi vô mặt con nên má mới nói vậy á hả? Con tưởng tại con ngu không biết phân biệt trà sữa với latte không chứ :) Đến đây mình ghét quá rồi nên mình kêu thôi khỏi đổi nữa luôn. Chuyện chả có gì, giải thích đàng hoàng hợp lý là mình cho qua rồi á, mà ảnh nói chuyện với khách như muốn đánh nhau đến nơi, xử lý tình huống kém, điện thoại là nói ngay lỗi khách hoặc lỗi app chứ quán ko làm nên tội tình gì, thấy ghét quá nên cạch luôn. Đọc bình luận thấy 1 bạn cũng hiểu lầm giống mình, gọi trà sữa mà làm cho ly latte, mà không thấy ai phản hồi gì hết. Đọc các bình luận chê khác cũng ko thấy quản lý phản ứng, trả lời hay sao đó với khách; chắc PL mặc kệ quán này tự sinh tự diệt tự ngồi lên đầu khách luôn rồi. Nói luôn mình cũng dữ lắm nói chuyện cũng ko nhẹ nhàng đâu, nhưng mình vẫn gọi anh xưng em đàng hoàng ko nói tục chửi thề với ảnh, mà ảnh là quản lý mà lớn tiếng xong quát xối xả vậy thì PL nên xem xét train lại quản lý giùm ạ. Cuối tháng cúng 50k để nghe quát vào mặt, mình kêu anh goviet uống ly nước luôn, từ giờ tạm biệt PL luôn nha bye.",1.0,quản lý giọng mẹ mua trà sữa mà tưởng đi xin,chuyện là hôm nay mình đặt 1 ly trà sữa pl lạnh qua goviet thì khi giao lại nhận được 1 ly tea latte cold. mình tưởng quán giao nhầm tại vì bình thg trà sữa là milk tea nhưng ở riêng pl thì trà sữa tea latte thế nên mình nhờ anh goviet qua quán đổi lại món giúp mình. sau đó anh quản lý điện cho mình hỏi có chuyện gì với giọng nhẹ nhàng thư thái nhưng sau khi mình trình bày xong vấn đề thì ảnh nổi khùng lên chửi vô cái bản mặt mình vì tội không biết trà sữa ở pl là latte. mình thắc mắc thế sao trên app không ghi bên cạnh là trà latte hay latte tea gì đó thì ảnh bảo cái đó là lỗi của app. ok lỗi app thì mình bảo cửa hàng với goviet nên làm việc lại với nhau để ghi chú rõ tên món thêm ảnh món chứ sao lại để khách chịu vậy nhưng chưa kịp nói hết câu thì ảnh nổi đoá lên lần nữa và hét rằng sao chị ko ghi chú vào nhân viên mới biết đường mà làm chứ bên em là có 4 loại trà sữa là bla bla... ủa má muốn uống ly trà sữa thôi mà phải đi học hỏi tìm hiểu như đi xin làm pha chế vậy á. chắc tại ngu tiếng anh nữa cứ tưởng trà sữa là milk tea ai dè ở pl là tea latte mình mới hỏi ảnh nếu ko biết khách muốn loại nào sao lúc đó ko nhờ anh goviet điện hỏi khách rồi mới làm ảnh 1 lần nữa trà sữa pl là trà latte. ok đến đây mình hiểu vấn đề rồi nên mình kêu vậy thôi khỏi cần đổi nữa. nhưng anh quản lý chưa ngoa xong lúc sau anh gọi lại lần nữa chỉ để tiếp tục nói rằng không phải lỗi do bên ảnh. mà ảnh nói giọng mẹ quá mình nghe ảnh ngân nga mà tưởng cá heo hát không đó mình mới kêu ảnh nói chuyện cho đàng hoàng mình là khách nha không có đi xin nha. lúc đó ảnh mới hạ giọng xuống và nói rằng do giọng ảnh lớn vậy. ủa không anh anh nâng giọng lên quát như tát nước vào mặt em vậy á. nhưng nếu chị muốn em sẽ hạ giọng theo ý chị ủa má hoá ra nãy giờ con muốn má chửi vô mặt con nên má mới nói vậy á hả con tưởng tại con ngu không biết phân biệt trà sữa với latte không chứ đến đây mình ghét quá rồi nên mình kêu thôi khỏi đổi nữa luôn. chuyện chả có gì giải thích đàng hoàng hợp lý là mình cho qua rồi á mà ảnh nói chuyện với khách như muốn đánh nhau đến nơi xử lý tình huống kém điện thoại là nói ngay lỗi khách hoặc lỗi app chứ quán ko làm nên tội tình gì thấy ghét quá nên cạch luôn. đọc bình luận thấy 1 bạn cũng hiểu lầm giống mình gọi trà sữa mà làm cho ly latte mà không thấy ai phản hồi gì hết. đọc các bình luận chê khác cũng ko thấy quản lý phản ứng trả lời hay sao đó với khách chắc pl mặc kệ quán này tự sinh tự diệt tự ngồi lên đầu khách luôn rồi. nói luôn mình cũng dữ lắm nói chuyện cũng ko nhẹ nhàng đâu nhưng mình vẫn gọi anh xưng em đàng hoàng ko nói tục chửi thề với ảnh mà ảnh là quản lý mà lớn tiếng xong quát xối xả vậy thì pl nên xem xét train lại quản lý giùm ạ. cuối tháng cúng 50k để nghe quát vào mặt mình kêu anh goviet uống ly nước luôn từ giờ tạm biệt pl luôn nha bye.,None,"[('trà sữa', 0.013464201428796393), ('mình', 0.023540045529093334), ('trà', 0.028869757745671683), ('ảnh', 0.03311080545895902), ('sữa', 0.03425290055371057)]",Tp. Thủ Đức
